sample_id,label,size_model,size_params_json,label_coarse,label_family,n_particles,pattern_params,seed_offset
sample_000907,C09_Spiral,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -3.581225400801993, ""per_sample"": true, ""sigma_log"": 0.6819414603680163}",,,82,"{""end_r_ratio"": 0.7765529604396497, ""n_particles"": 82, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""params"": {""theta_max"": 17.64821727092285, ""width_norm"": 0.045287923510763085}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.12028333043181777, ""theta_max"": 16.601933839713922, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.02013408419599919}",907
sample_000908,C11_Hotspot_Elliptic,weibull,"{""k"": 2.6996070141978903, ""lambda_um"": 0.4632771540329694, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,62,"{""center_angle"": ""random"", ""center_angle_rad"": 4.1897033335994065, ""center_radius_ratio"": 0.20168079598321584, ""mode"": ""random"", ""n_particles"": 62, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 2.5731211969076133, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.09384857926992192, ""sigma_y_ratio"": 0.045063677528017695, ""wafer_radius_mm"": 150.0}",908
sample_000909,edge_sector_right,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -2.735286634366558, ""per_sample"": true, ""sigma_log"": 0.3456817613357286}",sector,edge_sector,100,"{""angle_width_deg"": 40.0, ""edge_width_ratio"": 0.1, ""n_particles"": 100, ""name"": ""wafer_particles.pattern.edge_sector"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""wafer_radius_mm"": 150.0}",909
sample_000910,C01_Uniform,weibull,"{""k"": 2.7516599659321335, ""lambda_um"": 0.3956133138054575, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,125,"{""n_particles"": 125, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",910
sample_000911,C11_Hotspot_Elliptic,weibull,"{""k"": 1.9392965821598405, ""lambda_um"": 0.19427872711477373, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,152,"{""center_angle"": ""random"", ""center_angle_rad"": 1.3065710665011683, ""center_radius_ratio"": 0.11270101530676398, ""mode"": ""random"", ""n_particles"": 152, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 0.8016712613523149, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.08073822111933077, ""sigma_y_ratio"": 0.04471501000881112, ""wafer_radius_mm"": 150.0}",911
sample_000912,C02_EdgeBiased,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -1.0662121969232268, ""per_sample"": true, ""sigma_log"": 0.5139630651471903}",,,45,"{""edge_bias"": 2.841309063138061, ""n_particles"": 45, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",912
sample_000913,C09_Spiral,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.1874736185776739, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.040893964572373}",,,186,"{""end_r_ratio"": 0.7300893305696131, ""n_particles"": 186, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""params"": {""theta_max"": 19.855572642986182, ""width_norm"": 0.04657003543994096}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.11626911399687774, ""theta_max"": 7.003254482622402, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.02217564605557195}",913
sample_000914,C08_CurvedScratch,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.3551365681021558, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.06599722361415075}",,,98,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 1.3043380595755592, ""arc_radius_ratio"": 0.4728183083821806, ""n_particles"": 98, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""params"": {""arc_radius_norm"": 0.565855917832639, ""span_rad"": 0.4373311159113389, ""width_norm"": 0.04117106635353621}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 65.44518148806543, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.0252679146200517}",914
sample_000915,C03_Ring,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.08242911817999567, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.05454115866301251}",,,38,"{""n_particles"": 38, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.8748474431592905, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.12449771799973687}",915
sample_000916,C03_Ring,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.2165674185356786, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.09460961960060793}",,,135,"{""n_particles"": 135, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.6515527235068265, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.14437419774399182}",916
sample_000917,C02_EdgeBiased,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -2.2931459141569075, ""per_sample"": true, ""sigma_log"": 0.874961151754647}",,,56,"{""edge_bias"": 1.8607144650549148, ""n_particles"": 56, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",917
sample_000918,ring_narrow,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.48637583634961196, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.05619661858296622}",ring,ring,104,"{""n_particles"": 104, ""name"": ""wafer_particles.pattern.ring_narrow"", ""radius_ratio"": 0.7, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03}",918
sample_000919,C06_RadialLines,weibull,"{""k"": 2.770661079454282, ""lambda_um"": 0.29302853057163214, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,98,"{""angular_jitter_deg"": 1.8952953293693904, ""n_lines"": 6, ""n_particles"": 98, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""params"": {""n_lines"": 3.0, ""r_max_norm"": 0.8917167562674715, ""r_min_norm"": 0.05470038552771302, ""sigma_perp_norm"": 0.027468433208822272}, ""r_max_ratio"": 0.8953908502775224, ""r_min_ratio"": 0.2717665086049996, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.00390733545114147, ""wafer_radius_mm"": 150.0}",919
sample_000920,C07_StraightLine,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.44678659325225795, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.06364375085918356}",,,10,"{""angle_deg"": 4.22950415517967, ""n_particles"": 10, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.26158648815966223, ""params"": {""segment_half_length_norm"": 0.3205257479809559, ""width_norm"": 0.034818694906803505}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.8707226345161769, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.014643985981352903}",920
sample_000921,C02_EdgeBiased,weibull,"{""k"": 2.3298403413023236, ""lambda_um"": 0.35163476427647894, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,158,"{""edge_bias"": 2.415509584625898, ""n_particles"": 158, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",921
sample_000922,C09_Spiral,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.5334836703064328, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.09683148222998948}",,,21,"{""end_r_ratio"": 0.8454048184682723, ""n_particles"": 21, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""params"": {""theta_max"": 16.92990500431058, ""width_norm"": 0.04914640421476746}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.03039449391265445, ""theta_max"": 17.51175067770512, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.030570723939850993}",922
sample_000923,C09_Spiral,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -0.7491726094613815, ""per_sample"": true, ""sigma_log"": 0.7143073302983551}",,,160,"{""end_r_ratio"": 0.895699550591091, ""n_particles"": 160, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""params"": {""theta_max"": 14.619435114082737, ""width_norm"": 0.0209205026625284}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.213256787565149, ""theta_max"": 15.092327230928058, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03691823274819463}",923
sample_000924,C06_RadialLines,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.7073142287571283, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.06908920757644381}",,,157,"{""angular_jitter_deg"": 3.031892169426329, ""n_lines"": 4, ""n_particles"": 157, ""name"": ""wafer_particles.pattern.C06_RadialLines"", ""params"": {""n_lines"": 8.0, ""r_max_norm"": 0.8973975327758457, ""r_min_norm"": 0.06670536061633188, ""sigma_perp_norm"": 0.03313048111878347}, ""r_max_ratio"": 0.83124460195802, ""r_min_ratio"": 0.05811161904626422, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_perp_ratio"": 0.003655360399802606, ""wafer_radius_mm"": 150.0}",924
sample_000925,C04_Sector_Edge,weibull,"{""k"": 2.6114055408073336, ""lambda_um"": 0.3816392822894397, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,136,"{""angle_center_rad"": 4.179745075808686, ""angle_width_deg"": 87.60487986179581, ""edge_width_ratio"": 0.23899205247325112, ""n_particles"": 136, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.009003786755974, ""radial_beta_beta"": 2.731461955902275, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 5.229264350311016, ""wafer_radius_mm"": 150.0}",925
sample_000926,C04_Sector_Edge,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -3.5284597828900823, ""per_sample"": true, ""sigma_log"": 0.6189786726948532}",,,37,"{""angle_center_rad"": 4.438933679405877, ""angle_width_deg"": 40.025238499905385, ""edge_width_ratio"": 0.2981761815782324, ""n_particles"": 37, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.8073605268038397, ""radial_beta_beta"": 2.9692979046241916, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 2.617047379092793, ""wafer_radius_mm"": 150.0}",926
sample_000927,edge_sector_right,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.20269379292994888, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.07888492524073608}",sector,edge_sector,45,"{""angle_width_deg"": 40.0, ""edge_width_ratio"": 0.1, ""n_particles"": 45, ""name"": ""wafer_particles.pattern.edge_sector"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""wafer_radius_mm"": 150.0}",927
sample_000928,C01_Uniform,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -3.8098915544788454, ""per_sample"": true, ""sigma_log"": 0.4185366334736278}",,,119,"{""n_particles"": 119, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",928
sample_000929,C11_Hotspot_Elliptic,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -3.8027240647103864, ""per_sample"": true, ""sigma_log"": 0.7583316482656983}",,,40,"{""center_angle"": ""random"", ""center_angle_rad"": 0.4531302548570717, ""center_radius_ratio"": 0.5165175730933721, ""mode"": ""random"", ""n_particles"": 40, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 3.714319305698057, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.11913399598884028, ""sigma_y_ratio"": 0.05554944862452597, ""wafer_radius_mm"": 150.0}",929
sample_000930,C05_Sector_Internal,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -3.311227196380835, ""per_sample"": true, ""sigma_log"": 0.2573110009949502}",,,39,"{""angle_center_rad"": 5.3424133214668315, ""angle_width_deg"": 65.56258380673083, ""edge_margin_norm"": 0.05, ""n_particles"": 39, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.05081461082855686, ""r_outer_ratio"": 0.7649701357675001, ""radial_beta_alpha"": 2.806283204846358, ""radial_beta_beta"": 1.8513077947160745, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 1.1014615899229894, ""wafer_radius_mm"": 150.0}",930
sample_000931,C05_Sector_Internal,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -1.3932896600999212, ""per_sample"": true, ""sigma_log"": 0.7037404038395016}",,,60,"{""angle_center_rad"": 4.046580612302714, ""angle_width_deg"": 46.16014597386606, ""edge_margin_norm"": 0.05, ""n_particles"": 60, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.35319947916149774, ""r_outer_ratio"": 0.7878875768678013, ""radial_beta_alpha"": 2.4976972758424294, ""radial_beta_beta"": 3.5774250217306998, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 1.2082493147017204, ""wafer_radius_mm"": 150.0}",931
sample_000932,C01_Uniform,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -1.317667061031083, ""per_sample"": true, ""sigma_log"": 0.5619588725699147}",,,142,"{""n_particles"": 142, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",932
sample_000933,C02_EdgeBiased,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.2233163099587515, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.036437749007243385}",,,115,"{""edge_bias"": 2.018285856691234, ""n_particles"": 115, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",933
sample_000934,C02_EdgeBiased,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.406370361008045, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.09006535506719876}",,,175,"{""edge_bias"": 3.6629964957879855, ""n_particles"": 175, ""name"": ""wafer_particles.pattern.C02_EdgeBiased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",934
sample_000935,C03_Ring,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -3.6161263418789127, ""per_sample"": true, ""sigma_log"": 0.7307295337202349}",,,104,"{""n_particles"": 104, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.5338605803649112, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.1897434542819693}",935
sample_000936,C03_Ring,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.45523793471196433, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.027634998889895658}",,,184,"{""n_particles"": 184, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.4408354154848697, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.052136144322399255}",936
sample_000937,C04_Sector_Edge,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.5872382621141158, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.06808968752901935}",,,80,"{""angle_center_rad"": 1.5556310681682433, ""angle_width_deg"": 57.882768468335485, ""edge_width_ratio"": 0.27561434134577195, ""n_particles"": 80, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.682607383317314, ""radial_beta_beta"": 1.2962300808151968, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 5.558466093922345, ""wafer_radius_mm"": 150.0}",937
sample_000938,C03_Ring,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -0.47890272583883986, ""per_sample"": true, ""sigma_log"": 0.8203892683244356}",,,141,"{""n_particles"": 141, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.46701466631772215, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.06720427647019647}",938
sample_000939,C05_Sector_Internal,lognormal,"{""max_um"": 1.0, ""min_um"": 0.01, ""mu_log"": -2.138508874842743, ""per_sample"": true, ""sigma_log"": 0.8063429236890367}",,,27,"{""angle_center_rad"": 5.054331416531623, ""angle_width_deg"": 73.29250646837023, ""edge_margin_norm"": 0.05, ""n_particles"": 27, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.2855937258470873, ""r_outer_ratio"": 0.7998684188869176, ""radial_beta_alpha"": 3.7160154177844893, ""radial_beta_beta"": 1.2161356144719344, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 4.221352379184783, ""wafer_radius_mm"": 150.0}",939
sample_000940,C01_Uniform,pareto,"{""alpha"": 2.2467625617175426, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true, ""xm_um"": 0.2561285460744104}",,,105,"{""n_particles"": 105, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",940
sample_000941,C08_CurvedScratch,pareto,"{""alpha"": 2.2515936818460385, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true, ""xm_um"": 0.10174586910344234}",,,175,"{""angle_center_deg"": 0.0, ""angle_center_rad"": 1.936238235101627, ""arc_radius_ratio"": 0.4186815538953976, ""n_particles"": 175, ""name"": ""wafer_particles.pattern.C08_CurvedScratch"", ""params"": {""arc_radius_norm"": 0.8706598964277257, ""span_rad"": 0.2325416993619791, ""width_norm"": 0.06614454890930238}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""span_deg"": 84.58361068489, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.023265468462783587}",941
sample_000942,C05_Sector_Internal,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.3902141274870038, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.07662395081820413}",,,90,"{""angle_center_rad"": 0.6555478801080921, ""angle_width_deg"": 35.402356072780776, ""edge_margin_norm"": 0.05, ""n_particles"": 90, ""name"": ""wafer_particles.pattern.C05_Sector_Internal"", ""r_inner_ratio"": 0.11711878418919508, ""r_outer_ratio"": 0.7660788858020765, ""radial_beta_alpha"": 1.6593667920118484, ""radial_beta_beta"": 1.7738461781043289, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""theta_vonmises_kappa"": 7.748821396118544, ""wafer_radius_mm"": 150.0}",942
sample_000943,C09_Spiral,gaussian,"{""max_um"": 1.0, ""mean_um"": 0.3366481854921485, ""min_um"": 0.01, ""per_sample"": true, ""std_um"": 0.05317396973979692}",,,131,"{""end_r_ratio"": 0.8940088887625242, ""n_particles"": 131, ""name"": ""wafer_particles.pattern.C09_Spiral"", ""params"": {""theta_max"": 27.932320628753832, ""width_norm"": 0.04265385893368043}, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""start_r_ratio"": 0.2441910951629527, ""theta_max"": 15.680329107902256, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.00784281833124673}",943
sample_000944,C03_Ring,weibull,"{""k"": 2.839996791475359, ""lambda_um"": 0.33435164634007425, ""max_um"": 1.0, ""min_um"": 0.01, ""per_sample"": true}",,,169,"{""n_particles"": 169, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.6771732506161835, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.11106864216163895}",944
