sample_id,label,label_coarse,n_particles,pattern_params,seed_offset
sample_000800,C04_Sector_Edge,,1238,"{""angle_center_rad"": 0.5515693581255202, ""angle_width_deg"": 86.67987393396118, ""edge_width_ratio"": 0.056341190031614766, ""n_particles"": 1238, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.0172420018549984, ""radial_beta_beta"": 0.8729863737491602, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 7.046717623781465, ""wafer_radius_mm"": 150.0}",800
sample_000801,C01_Uniform,,1259,"{""n_particles"": 1259, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",801
sample_000802,random_edge_biased,random,898,"{""edge_bias"": 2.0, ""n_particles"": 898, ""name"": ""wafer_particles.pattern.random_edge_biased"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",802
sample_000803,edge_sector_left,sector,625,"{""angle_width_deg"": 40.0, ""edge_width_ratio"": 0.1, ""n_particles"": 625, ""name"": ""wafer_particles.pattern.edge_sector"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""left"", ""wafer_radius_mm"": 150.0}",803
sample_000804,C07_StraightLine,,958,"{""angle_deg"": 7.356812302094098, ""n_particles"": 958, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.21096554714642668, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.313151086446909, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.04126917966130061}",804
sample_000805,scratch_vertical,line,1042,"{""angle_category"": ""vertical"", ""length_ratio"": 1.0, ""n_particles"": 1042, ""name"": ""wafer_particles.pattern.scratch"", ""offset_ratio"": 0.0, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01}",805
sample_000806,C04_Sector_Edge,,692,"{""angle_center_rad"": 5.758684329123938, ""angle_width_deg"": 56.53896980680102, ""edge_width_ratio"": 0.24881398621633705, ""n_particles"": 692, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.905483262236266, ""radial_beta_beta"": 2.522220822112513, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 9.416176482954375, ""wafer_radius_mm"": 150.0}",806
sample_000807,C04_Sector_Edge,,1182,"{""angle_center_rad"": 1.6076873224169443, ""angle_width_deg"": 77.30434762906128, ""edge_width_ratio"": 0.2522984773379564, ""n_particles"": 1182, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.028917467930018, ""radial_beta_beta"": 2.6733965960825583, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 8.709990453796388, ""wafer_radius_mm"": 150.0}",807
sample_000808,C11_Hotspot_Elliptic,,1403,"{""center_angle"": ""random"", ""center_angle_rad"": 1.8446086363082077, ""center_radius_ratio"": 0.7069834454529701, ""mode"": ""random"", ""n_particles"": 1403, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 6.152133102579875, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.08209248656242607, ""sigma_y_ratio"": 0.03905026998104354, ""wafer_radius_mm"": 150.0}",808
sample_000809,C04_Sector_Edge,,1526,"{""angle_center_rad"": 5.205793033163544, ""angle_width_deg"": 32.72761543664673, ""edge_width_ratio"": 0.165318349473014, ""n_particles"": 1526, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.6028461696345024, ""radial_beta_beta"": 0.8413549361296431, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 0.5853088760487516, ""wafer_radius_mm"": 150.0}",809
sample_000810,C07_StraightLine,,576,"{""angle_deg"": 133.5624228453127, ""n_particles"": 576, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.02827007606706705, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.8812725256744991, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.036672607079378736}",810
sample_000811,C07_StraightLine,,1354,"{""angle_deg"": 43.592291428631974, ""n_particles"": 1354, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.1743695898915016, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.5263200888445991, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.025576807020851543}",811
sample_000812,C04_Sector_Edge,,1241,"{""angle_center_rad"": 4.638976810771824, ""angle_width_deg"": 89.82289061624634, ""edge_width_ratio"": 0.24035349543933204, ""n_particles"": 1241, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.9395134273403625, ""radial_beta_beta"": 2.7075839977758243, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 6.5807383581721375, ""wafer_radius_mm"": 150.0}",812
sample_000813,C03_Ring,,969,"{""n_particles"": 969, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.49405317731278997, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.14181016248457853}",813
sample_000814,C01_Uniform,,977,"{""n_particles"": 977, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",814
sample_000815,scratch_vertical,line,1318,"{""angle_category"": ""vertical"", ""length_ratio"": 1.0, ""n_particles"": 1318, ""name"": ""wafer_particles.pattern.scratch"", ""offset_ratio"": 0.0, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01}",815
sample_000816,C07_StraightLine,,1277,"{""angle_deg"": 133.37975525066665, ""n_particles"": 1277, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.09793544444305513, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.5206058425156372, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.019366277819250648}",816
sample_000817,C01_Uniform,,730,"{""n_particles"": 730, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",817
sample_000818,C04_Sector_Edge,,661,"{""angle_center_rad"": 6.054181801695276, ""angle_width_deg"": 43.47551929022794, ""edge_width_ratio"": 0.0725842098699586, ""n_particles"": 661, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.8238781038013316, ""radial_beta_beta"": 2.5126135790456874, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 9.543969039073751, ""wafer_radius_mm"": 150.0}",818
sample_000819,C11_Hotspot_Elliptic,,696,"{""center_angle"": ""random"", ""center_angle_rad"": 1.7283115704037582, ""center_radius_ratio"": 0.5115344211276615, ""mode"": ""random"", ""n_particles"": 696, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 3.9299127440182273, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.11275090842827236, ""sigma_y_ratio"": 0.07407541428507916, ""wafer_radius_mm"": 150.0}",819
sample_000820,C03_Ring,,1320,"{""n_particles"": 1320, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.71897513592369, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.0461586193425339}",820
sample_000821,edge_sector_right,sector,569,"{""angle_width_deg"": 40.0, ""edge_width_ratio"": 0.1, ""n_particles"": 569, ""name"": ""wafer_particles.pattern.edge_sector"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""wafer_radius_mm"": 150.0}",821
sample_000822,C01_Uniform,,1063,"{""n_particles"": 1063, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",822
sample_000823,C04_Sector_Edge,,1403,"{""angle_center_rad"": 0.059025910670027534, ""angle_width_deg"": 20.429243654301235, ""edge_width_ratio"": 0.19577725382806477, ""n_particles"": 1403, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.84940438075035, ""radial_beta_beta"": 3.383380285811789, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 4.02910687200207, ""wafer_radius_mm"": 150.0}",823
sample_000824,ring_wide,ring,1357,"{""n_particles"": 1357, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",824
sample_000825,C11_Hotspot_Elliptic,,981,"{""center_angle"": ""random"", ""center_angle_rad"": 4.20845351192393, ""center_radius_ratio"": 0.7517315041990943, ""mode"": ""random"", ""n_particles"": 981, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 1.6200123157475323, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.043419942882874346, ""sigma_y_ratio"": 0.04450283917740467, ""wafer_radius_mm"": 150.0}",825
sample_000826,ring_wide,ring,1247,"{""n_particles"": 1247, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",826
sample_000827,C11_Hotspot_Elliptic,,1029,"{""center_angle"": ""random"", ""center_angle_rad"": 4.694446987842478, ""center_radius_ratio"": 0.4627948990847, ""mode"": ""random"", ""n_particles"": 1029, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 5.276384936133851, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.06939019102055907, ""sigma_y_ratio"": 0.04946081454711915, ""wafer_radius_mm"": 150.0}",827
sample_000828,C01_Uniform,,1284,"{""n_particles"": 1284, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",828
sample_000829,C04_Sector_Edge,,1282,"{""angle_center_rad"": 4.600756129048831, ""angle_width_deg"": 22.647034457377455, ""edge_width_ratio"": 0.10259449444019401, ""n_particles"": 1282, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.669574146171684, ""radial_beta_beta"": 3.4441558424673335, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 9.83459872092124, ""wafer_radius_mm"": 150.0}",829
sample_000830,C01_Uniform,,532,"{""n_particles"": 532, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",830
sample_000831,C03_Ring,,1426,"{""n_particles"": 1426, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.6384593199056829, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.18510731028830787}",831
sample_000832,C04_Sector_Edge,,1497,"{""angle_center_rad"": 4.1814010434669635, ""angle_width_deg"": 57.76340052516505, ""edge_width_ratio"": 0.05293866772102619, ""n_particles"": 1497, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.4996302408864475, ""radial_beta_beta"": 2.9272330142210308, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 8.113666025207577, ""wafer_radius_mm"": 150.0}",832
sample_000833,ring_wide,ring,681,"{""n_particles"": 681, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",833
sample_000834,C01_Uniform,,1389,"{""n_particles"": 1389, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",834
sample_000835,C11_Hotspot_Elliptic,,1402,"{""center_angle"": ""random"", ""center_angle_rad"": 1.6390806285728743, ""center_radius_ratio"": 0.8840389850747656, ""mode"": ""random"", ""n_particles"": 1402, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 4.673140726311458, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.053618090577295316, ""sigma_y_ratio"": 0.035837267420239696, ""wafer_radius_mm"": 150.0}",835
sample_000836,C07_StraightLine,,719,"{""angle_deg"": 33.27287770198949, ""n_particles"": 719, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": -0.11611177601381462, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.5374690565090383, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.013436775241523351}",836
sample_000837,ring_wide,ring,1446,"{""n_particles"": 1446, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",837
sample_000838,random_uniform,random,1433,"{""n_particles"": 1433, ""name"": ""wafer_particles.pattern.random_uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",838
sample_000839,ring_wide,ring,959,"{""n_particles"": 959, ""name"": ""wafer_particles.pattern.ring_wide"", ""radius_ratio"": 0.6, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.15}",839
sample_000840,C04_Sector_Edge,,742,"{""angle_center_rad"": 2.386553421410242, ""angle_width_deg"": 42.492688980888886, ""edge_width_ratio"": 0.28283328192602386, ""n_particles"": 742, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.2517314507191761, ""radial_beta_beta"": 3.382901437016642, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 3.184292389768295, ""wafer_radius_mm"": 150.0}",840
sample_000841,C04_Sector_Edge,,864,"{""angle_center_rad"": 1.6480616475339767, ""angle_width_deg"": 33.873261220091656, ""edge_width_ratio"": 0.2997859108071849, ""n_particles"": 864, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 1.7428004933931827, ""radial_beta_beta"": 3.391987824116536, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 8.92657145873847, ""wafer_radius_mm"": 150.0}",841
sample_000842,C01_Uniform,,1185,"{""n_particles"": 1185, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",842
sample_000843,C04_Sector_Edge,,731,"{""angle_center_rad"": 5.949322206791366, ""angle_width_deg"": 86.55232172699704, ""edge_width_ratio"": 0.09956931492665731, ""n_particles"": 731, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 3.4821487631879755, ""radial_beta_beta"": 3.4286154156641917, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 9.972713018590978, ""wafer_radius_mm"": 150.0}",843
sample_000844,C03_Ring,,1030,"{""n_particles"": 1030, ""name"": ""wafer_particles.pattern.C03_Ring"", ""radius_ratio"": 0.46052260689118757, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.08502852484191067}",844
sample_000845,scratch_vertical,line,1240,"{""angle_category"": ""vertical"", ""length_ratio"": 1.0, ""n_particles"": 1240, ""name"": ""wafer_particles.pattern.scratch"", ""offset_ratio"": 0.0, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.01}",845
sample_000846,C01_Uniform,,1193,"{""n_particles"": 1193, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",846
sample_000847,edge_sector_right,sector,1087,"{""angle_width_deg"": 40.0, ""edge_width_ratio"": 0.1, ""n_particles"": 1087, ""name"": ""wafer_particles.pattern.edge_sector"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""wafer_radius_mm"": 150.0}",847
sample_000848,C01_Uniform,,526,"{""n_particles"": 526, ""name"": ""wafer_particles.pattern.C01_Uniform"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0}",848
sample_000849,C11_Hotspot_Elliptic,,1457,"{""center_angle"": ""random"", ""center_angle_rad"": 3.725400952977587, ""center_radius_ratio"": 0.8326633430115445, ""mode"": ""random"", ""n_particles"": 1457, ""name"": ""wafer_particles.pattern.C11_Hotspot_Elliptic"", ""rotation_deg"": 30.0, ""rotation_rad"": 1.9674548532355545, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""sigma_x_ratio"": 0.04426290769046513, ""sigma_y_ratio"": 0.03902650823766892, ""wafer_radius_mm"": 150.0}",849
sample_000850,C04_Sector_Edge,,1054,"{""angle_center_rad"": 4.1276119231316235, ""angle_width_deg"": 51.92857899765309, ""edge_width_ratio"": 0.2458805812284774, ""n_particles"": 1054, ""name"": ""wafer_particles.pattern.C04_Sector_Edge"", ""radial_beta_alpha"": 2.8945052404373213, ""radial_beta_beta"": 1.9541958196148723, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""right"", ""theta_vonmises_kappa"": 1.7906372239825075, ""wafer_radius_mm"": 150.0}",850
sample_000851,C07_StraightLine,,732,"{""angle_deg"": 59.680524736502576, ""n_particles"": 732, ""name"": ""wafer_particles.pattern.C07_StraightLine"", ""offset_ratio"": 0.1015387632157112, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""segment_half_length_ratio"": 0.30434683923929173, ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.045799715848888256}",851
sample_000852,ring_narrow,ring,1410,"{""n_particles"": 1410, ""name"": ""wafer_particles.pattern.ring_narrow"", ""radius_ratio"": 0.7, ""schema_version"": ""wafer_particles.pattern_config.v1"", ""wafer_radius_mm"": 150.0, ""width_ratio"": 0.03}",852
sample_000853,edge_sector_left,sector,1349,"{""angle_width_deg"": 40.0, ""edge_width_ratio"": 0.1, ""n_particles"": 1349, ""name"": ""wafer_particles.pattern.edge_sector"", ""schema_version"": ""wafer_particles.pattern_config.v1"", ""side"": ""left"", ""wafer_radius_mm"": 150.0}",853
